id	model_type	dataset_type	detail_name	path_prefix	n_features	best_iter_epoch	train_rmse	test_rmse	model_size_mb	has_importance	has_original_importance	importance_file	original_importance_file
lgbm_separate_norm_Nomorlization_竹東_C0D560_combined_windows	lgbm	separate	norm_Nomorlization_竹東_C0D560_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_norm_Nomorlization_竹東_C0D560_combined_windows		221			33.38	FALSE	FALSE		
lgbm_separate_norm_Nomorlization_西屯_C0F9T0_combined_windows	lgbm	separate	norm_Nomorlization_西屯_C0F9T0_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_norm_Nomorlization_西屯_C0F9T0_combined_windows		178			35.9	FALSE	FALSE		
lgbm_separate_norm_Nomorlization_沙鹿_C0F9X0_combined_windows	lgbm	separate	norm_Nomorlization_沙鹿_C0F9X0_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_norm_Nomorlization_沙鹿_C0F9X0_combined_windows		126			35.13	FALSE	FALSE		
lgbm_separate_norm_Nomorlization_宜蘭_467080_combined_windows	lgbm	separate	norm_Nomorlization_宜蘭_467080_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_norm_Nomorlization_宜蘭_467080_combined_windows		250			30.11	FALSE	FALSE		
lgbm_separate_norm_Nomorlization_忠明_C0F9U0_combined_windows	lgbm	separate	norm_Nomorlization_忠明_C0F9U0_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_norm_Nomorlization_忠明_C0F9U0_combined_windows		150			35.26	FALSE	FALSE		
lgbm_separate_norm_Nomorlization_松山_C0AC70_combined_windows	lgbm	separate	norm_Nomorlization_松山_C0AC70_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_norm_Nomorlization_松山_C0AC70_combined_windows		200			35.32	FALSE	FALSE		
lgbm_separate_norm_Nomorlization_板橋_C0ACA0_combined_windows	lgbm	separate	norm_Nomorlization_板橋_C0ACA0_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_norm_Nomorlization_板橋_C0ACA0_combined_windows		200			35.62	FALSE	FALSE		
lgbm_separate_norm_Nomorlization_林口_C0AH50_combined_windows	lgbm	separate	norm_Nomorlization_林口_C0AH50_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_norm_Nomorlization_林口_C0AH50_combined_windows		257			35.13	FALSE	FALSE		
lgbm_separate_norm_Nomorlization_林園_C0R640_combined_windows	lgbm	separate	norm_Nomorlization_林園_C0R640_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_norm_Nomorlization_林園_C0R640_combined_windows		132			36.62	FALSE	FALSE		
lgbm_separate_norm_Nomorlization_花蓮_466990_combined_windows	lgbm	separate	norm_Nomorlization_花蓮_466990_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_norm_Nomorlization_花蓮_466990_combined_windows		209			30.39	FALSE	FALSE		
lgbm_separate_norm_Nomorlization_金門_C0W150_combined_windows	lgbm	separate	norm_Nomorlization_金門_C0W150_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_norm_Nomorlization_金門_C0W150_combined_windows		145			35.42	FALSE	FALSE		
lgbm_separate_norm_Nomorlization_前金_C0V690_combined_windows	lgbm	separate	norm_Nomorlization_前金_C0V690_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_norm_Nomorlization_前金_C0V690_combined_windows		133			35.87	FALSE	FALSE		
lgbm_separate_norm_Nomorlization_前鎮_C0V490_combined_windows	lgbm	separate	norm_Nomorlization_前鎮_C0V490_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_norm_Nomorlization_前鎮_C0V490_combined_windows		151			37.72	FALSE	FALSE		
lgbm_separate_norm_Nomorlization_南投_C0I460_combined_windows	lgbm	separate	norm_Nomorlization_南投_C0I460_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_norm_Nomorlization_南投_C0I460_combined_windows		134			35.28	FALSE	FALSE		
lgbm_separate_norm_Nomorlization_屏東_C0R570_combined_windows	lgbm	separate	norm_Nomorlization_屏東_C0R570_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_norm_Nomorlization_屏東_C0R570_combined_windows		133			34.93	FALSE	FALSE		
lgbm_separate_norm_Nomorlization_恆春_B2Q810_combined_windows	lgbm	separate	norm_Nomorlization_恆春_B2Q810_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_norm_Nomorlization_恆春_B2Q810_combined_windows		107			24.29	FALSE	FALSE		
lgbm_separate_norm_Nomorlization_美濃_72V140_combined_windows	lgbm	separate	norm_Nomorlization_美濃_72V140_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_norm_Nomorlization_美濃_72V140_combined_windows		135			31.44	FALSE	FALSE		
lgbm_separate_norm_Nomorlization_苗栗_C0E750_combined_windows	lgbm	separate	norm_Nomorlization_苗栗_C0E750_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_norm_Nomorlization_苗栗_C0E750_combined_windows		145			33.9	FALSE	FALSE		
lgbm_separate_norm_Nomorlization_埔里_C0H890_combined_windows	lgbm	separate	norm_Nomorlization_埔里_C0H890_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_norm_Nomorlization_埔里_C0H890_combined_windows		140			32.39	FALSE	FALSE		
lgbm_separate_norm_Nomorlization_桃園_C0C480_combined_windows	lgbm	separate	norm_Nomorlization_桃園_C0C480_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_norm_Nomorlization_桃園_C0C480_combined_windows		129			34.99	FALSE	FALSE		
lgbm_separate_norm_Nomorlization_崙背_C0K250_combined_windows	lgbm	separate	norm_Nomorlization_崙背_C0K250_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_norm_Nomorlization_崙背_C0K250_combined_windows		148			35.49	FALSE	FALSE		
lgbm_separate_norm_Nomorlization_淡水_466900_combined_windows	lgbm	separate	norm_Nomorlization_淡水_466900_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_norm_Nomorlization_淡水_466900_combined_windows		120			32.12	FALSE	FALSE		
lgbm_separate_norm_Nomorlization_麥寮_A2K360_combined_windows	lgbm	separate	norm_Nomorlization_麥寮_A2K360_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_norm_Nomorlization_麥寮_A2K360_combined_windows		103			33.37	FALSE	FALSE		
lgbm_separate_二林_C0G730_combined_windows	lgbm	separate	二林_C0G730_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_二林_C0G730_combined_windows						FALSE	FALSE		
lgbm_separate_三重_C0AI30_combined_windows	lgbm	separate	三重_C0AI30_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_三重_C0AI30_combined_windows		303			41.21	FALSE	FALSE		
lgbm_separate_三義_C0F9Q0_combined_windows	lgbm	separate	三義_C0F9Q0_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_三義_C0F9Q0_combined_windows		464			33.74	FALSE	FALSE		
lgbm_separate_土城_C0AD40_combined_windows	lgbm	separate	土城_C0AD40_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_土城_C0AD40_combined_windows		554			36.27	FALSE	FALSE		
lgbm_separate_士林_C0AI40_combined_windows	lgbm	separate	士林_C0AI40_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_士林_C0AI40_combined_windows		435			35.45	FALSE	FALSE		
lgbm_separate_大同_C0AI30_combined_windows	lgbm	separate	大同_C0AI30_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_大同_C0AI30_combined_windows		265			41.7	FALSE	FALSE		
lgbm_separate_大里_C0F9N0_combined_windows	lgbm	separate	大里_C0F9N0_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_大里_C0F9N0_combined_windows		571			37.6	FALSE	FALSE		
lgbm_separate_大園_C0C590_combined_windows	lgbm	separate	大園_C0C590_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_大園_C0C590_combined_windows		313			35.79	FALSE	FALSE		
lgbm_separate_大寮_C0V450_combined_windows	lgbm	separate	大寮_C0V450_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_大寮_C0V450_combined_windows		290			37.97	FALSE	FALSE		
lgbm_separate_小港_C0V450_combined_windows	lgbm	separate	小港_C0V450_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_小港_C0V450_combined_windows		446			38.35	FALSE	FALSE		
lgbm_separate_中山_C0AH70_combined_windows	lgbm	separate	中山_C0AH70_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_中山_C0AH70_combined_windows		410			37.43	FALSE	FALSE		
lgbm_separate_中壢_A2C560_combined_windows	lgbm	separate	中壢_A2C560_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_中壢_A2C560_combined_windows		380			38.1	FALSE	FALSE		
lgbm_separate_仁武_C0V680_combined_windows	lgbm	separate	仁武_C0V680_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_仁武_C0V680_combined_windows		637			38.55	FALSE	FALSE		
lgbm_separate_斗六_C0K400_combined_windows	lgbm	separate	斗六_C0K400_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_斗六_C0K400_combined_windows		415			36.91	FALSE	FALSE		
lgbm_separate_冬山_C0U910_combined_windows	lgbm	separate	冬山_C0U910_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_冬山_C0U910_combined_windows		243			33.35	FALSE	FALSE		
lgbm_separate_古亭_C0AH10_combined_windows	lgbm	separate	古亭_C0AH10_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_古亭_C0AH10_combined_windows		426			35.19	FALSE	FALSE		
lgbm_separate_左營_C0V810_combined_windows	lgbm	separate	左營_C0V810_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_左營_C0V810_combined_windows		414			37.54	FALSE	FALSE		
lgbm_separate_平鎮_A2C560_combined_windows	lgbm	separate	平鎮_A2C560_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_平鎮_A2C560_combined_windows		386			34.45	FALSE	FALSE		
lgbm_separate_永和_C0AH10_combined_windows	lgbm	separate	永和_C0AH10_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_永和_C0AH10_combined_windows		341			37.55	FALSE	FALSE		
lgbm_separate_安南_467420_combined_windows	lgbm	separate	安南_467420_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_安南_467420_combined_windows		475			35.86	FALSE	FALSE		
lgbm_separate_朴子_C0M650_combined_windows	lgbm	separate	朴子_C0M650_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_朴子_C0M650_combined_windows		375			35.94	FALSE	FALSE		
lgbm_separate_汐止_C0AH00_combined_windows	lgbm	separate	汐止_C0AH00_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_汐止_C0AH00_combined_windows		409			36.24	FALSE	FALSE		
lgbm_separate_竹山_U2HA50_combined_windows	lgbm	separate	竹山_U2HA50_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_竹山_U2HA50_combined_windows		370			34.55	FALSE	FALSE		
lgbm_separate_竹東_C0D560_combined_windows	lgbm	separate	竹東_C0D560_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_竹東_C0D560_combined_windows		463			33.96	FALSE	FALSE		
lgbm_separate_西屯_C0F9T0_combined_windows	lgbm	separate	西屯_C0F9T0_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_西屯_C0F9T0_combined_windows		479			36.38	FALSE	FALSE		
lgbm_separate_沙鹿_C0F9X0_combined_windows	lgbm	separate	沙鹿_C0F9X0_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_沙鹿_C0F9X0_combined_windows		378			35.44	FALSE	FALSE		
lgbm_separate_宜蘭_467080_combined_windows	lgbm	separate	宜蘭_467080_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_宜蘭_467080_combined_windows		101			30.49	FALSE	FALSE		
lgbm_separate_忠明_C0F9U0_combined_windows	lgbm	separate	忠明_C0F9U0_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_忠明_C0F9U0_combined_windows		565			36.53	FALSE	FALSE		
lgbm_separate_松山_C0AC70_combined_windows	lgbm	separate	松山_C0AC70_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_松山_C0AC70_combined_windows		284			36.02	FALSE	FALSE		
lgbm_separate_板橋_C0ACA0_combined_windows	lgbm	separate	板橋_C0ACA0_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_板橋_C0ACA0_combined_windows		400			36.13	FALSE	FALSE		
lgbm_separate_林口_C0AH50_combined_windows	lgbm	separate	林口_C0AH50_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_林口_C0AH50_combined_windows		367			35.14	FALSE	FALSE		
lgbm_separate_林園_C0R640_combined_windows	lgbm	separate	林園_C0R640_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_林園_C0R640_combined_windows		692			38.28	FALSE	FALSE		
lgbm_separate_花蓮_466990_combined_windows	lgbm	separate	花蓮_466990_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_花蓮_466990_combined_windows		104			30.56	FALSE	FALSE		
lgbm_separate_金門_C0W150_combined_windows	lgbm	separate	金門_C0W150_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_金門_C0W150_combined_windows		716			35.75	FALSE	FALSE		
lgbm_separate_前金_C0V690_combined_windows	lgbm	separate	前金_C0V690_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_前金_C0V690_combined_windows		360			37.55	FALSE	FALSE		
lgbm_separate_前鎮_C0V490_combined_windows	lgbm	separate	前鎮_C0V490_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_前鎮_C0V490_combined_windows		474			39.1	FALSE	FALSE		
lgbm_separate_南投_C0I460_combined_windows	lgbm	separate	南投_C0I460_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_南投_C0I460_combined_windows		841			37.09	FALSE	FALSE		
lgbm_separate_屏東_C0R570_combined_windows	lgbm	separate	屏東_C0R570_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_屏東_C0R570_combined_windows		480			36.83	FALSE	FALSE		
lgbm_separate_恆春_B2Q810_combined_windows	lgbm	separate	恆春_B2Q810_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_恆春_B2Q810_combined_windows		234			24.28	FALSE	FALSE		
lgbm_separate_美濃_72V140_combined_windows	lgbm	separate	美濃_72V140_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_美濃_72V140_combined_windows		406			33.3	FALSE	FALSE		
lgbm_separate_苗栗_C0E750_combined_windows	lgbm	separate	苗栗_C0E750_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_苗栗_C0E750_combined_windows		805			35.14	FALSE	FALSE		
lgbm_separate_埔里_C0H890_combined_windows	lgbm	separate	埔里_C0H890_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_埔里_C0H890_combined_windows		614			34.48	FALSE	FALSE		
lgbm_separate_桃園_C0C480_combined_windows	lgbm	separate	桃園_C0C480_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_桃園_C0C480_combined_windows		408			35.31	FALSE	FALSE		
lgbm_separate_馬公_467350_combined_windows	lgbm	separate	馬公_467350_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_馬公_467350_combined_windows		99			28.16	FALSE	FALSE		
lgbm_separate_馬祖_467990_combined_windows	lgbm	separate	馬祖_467990_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_馬祖_467990_combined_windows		660			32.02	FALSE	FALSE		
lgbm_separate_基隆_466940_combined_windows	lgbm	separate	基隆_466940_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_基隆_466940_combined_windows		115			33.13	FALSE	FALSE		
lgbm_separate_崙背_C0K250_combined_windows	lgbm	separate	崙背_C0K250_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_崙背_C0K250_combined_windows		411			36.43	FALSE	FALSE		
lgbm_separate_淡水_466900_combined_windows	lgbm	separate	淡水_466900_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_淡水_466900_combined_windows		515			33.02	FALSE	FALSE		
lgbm_separate_麥寮_A2K360_combined_windows	lgbm	separate	麥寮_A2K360_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_麥寮_A2K360_combined_windows		392			34.04	FALSE	FALSE		
lgbm_separate_善化_C0O900_combined_windows	lgbm	separate	善化_C0O900_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_善化_C0O900_combined_windows		608			36.26	FALSE	FALSE		
lgbm_separate_富貴角_C0AI20_combined_windows	lgbm	separate	富貴角_C0AI20_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_富貴角_C0AI20_combined_windows		549			30.91	FALSE	FALSE		
lgbm_separate_復興_C0V710_combined_windows	lgbm	separate	復興_C0V710_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_復興_C0V710_combined_windows		462			39.18	FALSE	FALSE		
lgbm_separate_湖口_C0D650_combined_windows	lgbm	separate	湖口_C0D650_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_湖口_C0D650_combined_windows		285			34.3	FALSE	FALSE		
lgbm_separate_菜寮_C0AD30_combined_windows	lgbm	separate	菜寮_C0AD30_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_菜寮_C0AD30_combined_windows		468			36.39	FALSE	FALSE		
lgbm_separate_陽明_466910_combined_windows	lgbm	separate	陽明_466910_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_陽明_466910_combined_windows		295			27.18	FALSE	FALSE		
lgbm_separate_新竹_C0D660_combined_windows	lgbm	separate	新竹_C0D660_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_新竹_C0D660_combined_windows		867			35.77	FALSE	FALSE		
lgbm_separate_新店_C0AC80_combined_windows	lgbm	separate	新店_C0AC80_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_新店_C0AC80_combined_windows		447			34.08	FALSE	FALSE		
lgbm_separate_新莊_C0ACA0_combined_windows	lgbm	separate	新莊_C0ACA0_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_新莊_C0ACA0_combined_windows		275			36.23	FALSE	FALSE		
lgbm_separate_新港_C0M790_combined_windows	lgbm	separate	新港_C0M790_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_新港_C0M790_combined_windows		481			36.53	FALSE	FALSE		
